Obs,CLINIC,YEAR,GENDERSP,TOTAL,Susceptible,TetI,PenI,PenI_TetI,TetR,TetR_PenI,PenR,PenR_TetI,PenR_TetR,CipI_PenI_TetI,TetR_CipI,AziRS_PenI_TetI,CipI_TetI,CipR_PenR_TetR,CipR_PenI_TetI,CipR_TetR_PenI,CipR_PenI,CipR_PenR_TetI,AziRS_CipR_PenR_TetR,PenR_CipI_TetI,PenR_TetR_CipI,CipR_PenR,TetR_CipI_PenI,AziRS_CipR_TetR_PenI,AziRS_TetR_PenI,AziRS_PenR_TetR,AziRS_PenR_TetI,CipI_PenI,CfxRS_CipR_PenR_TetR,CfxRS_PenI_TetI,AziRS,AziRS_TetI,AziRS_PenI,CfxRS_CipI_PenI_TetI,AziRS_CipR_PenI_TetI,CfxRS_TetR_PenI,CipR_TetI,CipI,AziRS_PenR,PenR_CipI,AziRS_TetR_CipI_PenI,CipR,CipR_TetR,AziRS_CipI_PenI_TetI,CfxRS_CipR_TetR_PenI,AziRS_TetR,AziRS_CipR_PenR_TetI,CroRS_CfxRS_CipR_PenR_TetR,CroRS_CfxRS_PenR_TetI,CfxRS_PenR_TetR
1654,POR,2010,MSW,32,.,.,13,13,.,3,.,.,.,.,.,.,.,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1655,POR,2010,MSM,66,.,.,1,32,.,10,.,.,.,.,.,.,.,15,1,5,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.
1656,POR,2010,MSMW,4,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1657,POR,2010,Oth/Unk/Missing,4,.,.,.,2,.,1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1658,POR,2011,MSW,63,.,.,8,50,.,.,.,.,1,.,.,.,.,1,1,1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1659,POR,2011,MSM,92,.,.,1,53,.,4,.,.,.,.,.,2,.,21,1,9,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1660,POR,2011,MSMW,10,.,.,.,4,.,.,.,1,.,.,.,.,.,2,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1661,POR,2011,Oth/Unk/Missing,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1662,POR,2012,MSW,47,.,.,9,31,.,3,.,.,.,.,.,.,.,1,1,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1663,POR,2012,MSM,60,.,.,10,21,.,9,.,.,.,1,.,1,.,9,1,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1664,POR,2012,MSMW,8,.,.,1,4,.,1,.,.,.,.,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1665,POR,2013,MSW,36,.,.,5,26,.,4,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1666,POR,2013,MSM,91,.,.,29,32,.,10,.,.,3,.,.,.,.,5,3,7,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1667,POR,2013,MSMW,2,.,.,.,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1668,POR,2014,MSW,26,.,.,5,12,.,3,.,.,1,.,.,.,.,.,4,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1669,POR,2014,MSM,95,.,.,10,17,.,19,.,.,5,.,.,.,.,7,11,20,.,2,1,.,.,.,.,.,1,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1670,POR,2014,MSMW,6,.,.,1,2,.,1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1671,POR,2014,Oth/Unk/Missing,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1672,POR,2015,MSW,52,.,.,5,21,.,3,.,2,.,.,.,.,.,.,6,5,.,8,.,.,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1673,POR,2015,MSM,87,.,.,2,30,.,10,.,4,5,.,.,1,.,3,2,5,.,21,.,.,.,.,1,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1674,POR,2015,MSMW,8,.,.,1,3,.,1,.,.,1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1675,POR,2015,Oth/Unk/Missing,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1676,POR,2016,MSW,43,.,.,2,13,.,.,.,.,1,.,.,.,.,1,6,7,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1677,POR,2016,MSM,93,.,.,1,31,.,11,.,3,.,.,.,2,.,6,17,1,.,14,.,.,.,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1678,POR,2016,MSMW,11,.,.,1,3,.,1,.,.,.,.,.,.,.,1,1,.,.,3,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1679,POR,2017,MSW,48,.,.,1,23,.,2,.,.,2,.,.,.,.,.,13,3,.,3,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1680,POR,2017,MSM,54,.,.,5,16,.,4,.,.,3,1,.,1,.,2,7,5,.,5,.,.,.,.,.,.,4,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1681,POR,2017,MSMW,13,.,.,.,5,.,3,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1682,POR,2017,Oth/Unk/Missing,4,.,.,1,1,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1683,POR,2018,MSW,41,1,.,5,18,.,5,.,.,2,.,.,.,.,.,5,1,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1684,POR,2018,MSM,67,.,.,13,16,.,13,.,1,3,.,.,.,.,1,9,4,.,1,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1685,POR,2018,MSMW,13,.,.,4,3,.,2,.,.,1,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1686,POR,2018,Oth/Unk/Missing,3,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1687,POR,2019,MSW,32,.,.,2,11,.,8,.,1,.,.,.,1,.,.,5,.,.,1,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1688,POR,2019,MSM,40,.,.,8,18,.,1,.,.,1,.,.,1,.,.,3,2,.,3,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1689,POR,2019,MSMW,9,.,.,.,5,.,1,.,.,.,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1690,POR,2019,Oth/Unk/Missing,3,.,.,1,1,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1691,RIC,2007,MSW,11,1,.,5,3,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1692,RIC,2007,MSM,2,.,.,1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1693,RIC,2007,Oth/Unk/Missing,15,2,.,4,4,.,2,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1694,RIC,2008,MSW,79,10,.,23,21,.,2,.,2,3,.,.,.,.,1,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1695,RIC,2008,MSM,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1696,RIC,2008,MSMW,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1697,RIC,2008,Oth/Unk/Missing,42,7,.,17,8,.,.,.,1,1,.,.,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1698,RIC,2009,MSW,18,.,.,9,4,.,1,.,.,1,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1699,RIC,2009,MSM,4,.,.,.,2,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1700,RIC,2009,Oth/Unk/Missing,9,.,.,3,4,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1701,RIC,2010,MSW,9,.,.,5,2,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1702,RIC,2010,MSM,2,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1703,RIC,2010,MSMW,1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1704,RIC,2010,Oth/Unk/Missing,2,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1705,RIC,2011,MSW,18,.,.,8,6,.,.,.,.,1,.,.,.,.,1,1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1706,RIC,2011,MSM,8,.,.,.,5,.,.,.,.,1,.,.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1707,RIC,2011,MSMW,2,.,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1708,RIC,2011,Oth/Unk/Missing,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1709,RIC,2012,MSW,15,.,.,10,4,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1710,RIC,2012,MSM,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1711,RIC,2012,MSMW,2,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1712,RIC,2012,Oth/Unk/Missing,2,.,.,.,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1713,RIC,2013,MSW,7,.,.,5,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1714,RIC,2013,MSM,3,.,.,.,.,.,1,.,.,.,.,.,.,.,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1715,RIC,2013,MSMW,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1716,RIC,2013,Oth/Unk/Missing,3,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1717,SDG,2000,MSW,118,3,2,23,48,1,22,.,9,8,1,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1718,SDG,2000,MSM,90,4,1,9,57,.,13,.,.,5,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1719,SDG,2000,MSMW,17,1,.,1,7,.,7,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1720,SDG,2000,Oth/Unk/Missing,3,.,1,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1721,SDG,2001,MSW,116,8,2,26,59,1,9,.,7,1,1,.,.,.,1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1722,SDG,2001,MSM,106,14,1,19,53,.,5,1,1,6,2,.,.,.,2,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1723,SDG,2001,MSMW,10,2,.,2,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1724,SDG,2001,Oth/Unk/Missing,3,.,.,1,1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1725,SDG,2002,MSW,87,6,.,17,36,.,15,.,1,5,.,.,.,.,4,1,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1726,SDG,2002,MSM,151,13,3,6,70,.,17,.,.,5,2,.,.,.,29,3,.,.,2,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1727,SDG,2002,MSMW,9,3,.,1,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1728,SDG,2002,Oth/Unk/Missing,2,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1729,SDG,2003,MSW,96,11,5,14,44,.,9,1,6,1,1,.,.,.,2,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1730,SDG,2003,MSM,144,14,3,6,63,.,25,.,1,3,1,.,.,.,15,3,4,.,4,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1731,SDG,2003,MSMW,16,1,.,.,7,.,3,.,.,1,.,.,.,.,1,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1732,SDG,2003,Oth/Unk/Missing,1,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1733,SDG,2004,MSW,130,7,10,25,53,1,10,.,3,1,.,.,1,.,4,10,1,.,3,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1734,SDG,2004,MSM,108,1,1,4,61,.,6,.,1,1,1,.,2,.,13,7,8,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1735,SDG,2004,MSMW,12,.,.,1,7,.,.,.,.,.,.,.,1,.,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1736,SDG,2004,Oth/Unk/Missing,3,.,.,1,.,.,1,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1737,SDG,2005,MSW,135,7,24,12,36,1,11,.,6,15,.,.,.,.,7,5,7,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,2,.,.,.,.
1738,SDG,2005,MSM,151,7,20,3,44,5,11,.,.,2,.,.,1,.,29,6,19,.,.,.,.,1,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.
1739,SDG,2005,MSMW,8,.,1,.,4,.,2,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1740,SDG,2006,MSW,90,2,4,6,42,.,8,.,4,2,.,.,.,.,3,11,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1741,SDG,2006,MSM,161,4,2,18,52,.,17,.,.,1,2,.,.,.,37,4,21,.,1,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1742,SDG,2006,MSMW,10,.,.,1,1,.,1,.,.,.,.,.,.,.,.,2,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1743,SDG,2006,Oth/Unk/Missing,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1744,SDG,2007,MSW,64,3,1,9,23,.,9,.,5,2,.,.,.,.,6,3,2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1745,SDG,2007,MSM,116,3,.,6,32,.,16,.,.,2,3,.,.,.,23,11,15,1,3,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1746,SDG,2007,MSMW,8,.,.,.,5,.,.,.,.,.,.,.,.,.,2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1747,SDG,2007,Oth/Unk/Missing,2,.,.,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1748,SDG,2008,MSW,40,3,.,5,11,.,3,.,3,1,.,.,.,.,10,2,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1749,SDG,2008,MSM,123,5,.,13,62,.,7,.,.,2,.,.,.,.,24,3,4,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1750,SDG,2008,MSMW,13,.,.,2,6,.,2,.,.,.,.,.,.,.,1,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1751,SDG,2008,Oth/Unk/Missing,6,.,.,2,2,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1752,SDG,2009,MSW,32,.,.,6,12,.,4,.,2,.,.,.,.,.,5,1,.,1,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1753,SDG,2009,MSM,117,.,.,21,51,.,6,1,6,3,.,.,5,.,13,4,5,1,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1754,SDG,2009,MSMW,22,.,.,2,12,.,2,.,2,.,.,.,.,.,1,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1755,SDG,2009,Oth/Unk/Missing,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1756,SDG,2010,MSW,25,.,.,4,14,.,2,.,.,.,.,.,.,.,4,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1757,SDG,2010,MSM,166,.,.,3,111,.,8,.,1,.,.,.,5,.,22,5,6,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1758,SDG,2010,MSMW,14,.,.,1,7,.,1,.,.,2,.,.,.,.,2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1759,SDG,2011,MSW,23,.,.,4,4,.,2,.,1,.,.,.,.,.,6,2,2,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1760,SDG,2011,MSM,177,.,.,27,68,.,15,.,1,1,.,.,1,.,30,4,20,.,1,.,.,2,.,6,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1761,SDG,2011,MSMW,10,.,.,2,7,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1762,SDG,2012,MSW,37,.,.,10,7,.,2,.,.,.,.,.,.,.,3,5,4,1,2,.,.,1,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1763,SDG,2012,MSM,151,.,.,17,46,.,11,.,10,4,.,.,.,.,33,5,16,1,4,.,.,1,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1764,SDG,2012,MSMW,17,.,.,2,5,.,.,.,3,1,.,.,.,.,3,1,1,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1765,SDG,2013,MSW,38,.,.,7,9,.,4,.,.,.,.,.,.,.,10,3,1,.,1,.,.,.,.,2,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1766,SDG,2013,MSM,126,.,.,20,43,.,17,.,3,1,.,.,.,.,9,16,11,2,.,.,1,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1767,SDG,2013,MSMW,12,.,.,3,5,.,.,.,1,.,.,.,.,.,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
